"no","tahun","pemda","provinsi","wilayah","disclaimer","special_row","400_a","400_r","400_p","410_a","410_r","410_p","411_a","411_r","411_p","412_a","412_r","412_p","413_a","413_r","413_p","414_a","414_r","414_p","420_a","420_r","420_p","421_a","421_r","421_p","422_a","422_r","422_p","423_a","423_r","423_p","430_a","430_r","430_p","431_a","431_r","431_p","432_a","432_r","432_p","433_a","433_r","433_p","434_a","434_r","434_p","435_a","435_r","435_p","436_a","436_r","436_p","439_a","439_r","439_p","500_a","500_r","500_p","510_a","510_r","510_p","511_a","511_r","511_p","512_a","512_r","512_p","513_a","513_r","513_p","514_a","514_r","514_p","515_a","515_r","515_p","516_a","516_r","516_p","517_a","517_r","517_p","518_a","518_r","518_p","519_a","519_r","519_p","520_a","520_r","520_p","521_a","521_r","521_p","522_a","522_r","522_p","523_a","523_r","523_p","600_a","600_r","600_p","610_a","610_r","610_p","611_a","611_r","611_p","612_a","612_r","612_p","613_a","613_r","613_p","614_a","614_r","614_p","615_a","615_r","615_p","616_a","616_r","616_p","617_a","617_r","617_p","619_a","619_r","619_p","620_a","620_r","620_p","621_a","621_r","621_p","622_a","622_r","622_p","623_a","623_r","623_p","624_a","624_r","624_p","625_a","625_r","625_p","626_a","626_r","626_p","629_a","629_r","629_p"
"20","2019","10","27","Kab. Pulau Taliabu","Realisasi APBD 2019 (per 21 Oktober 2020)","False","667994632316","662086359721","99,12 %","54150832813","7134684793","13,18 %","8779030419","1906255592","21,71 %","1749000000","167522087","9,58 %","100000000","0","0,00 %","43522802394","5060907114","11,63 %","514749679000","528178288078","102,61 %","24481656000","45169109326","184,50 %","356662296000","356662296000","100,00 %","133605727000","126346882752","94,57 %","99094120503","126773386850","127,93 %","29000000000","54148720700","186,72 %","0","0","-","5239719503","8670265150","165,47 %","63954401000","63954401000","100,00 %","0","0","-","900000000","0","0,00 %","0","0","-","715494632316","631814306348","88,30 %","187693622316","173466406893","92,42 %","75614122116","73734013183","97,51 %","0","0","-","0","0","-","2800000000","679170000","24,26 %","4402974000","3359680300","76,30 %","97735000","0","0,00 %","102478791200","94775293410","92,48 %","2300000000","918250000","39,92 %","0","0","-","527801010000","458347899455","86,84 %","51274955000","735150000","1,43 %","186664518783","228290708511","122,30 %","289861536217","229322040944","79,11 %","47500000000","-5261089507","-11,08 %","50000000000","-5261089507","-10,52 %","50000000000","-5261089507","-10,52 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2500000000","0","0,00 %","0","0","-","2500000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"21","2019","--","27","se-Prov. Maluku Utara","Realisasi APBD 2019 (per 21 Oktober 2020)","False","12484388964019","12083488113170","96,79 %","1174220118721","990258909347","84,33 %","486799283736","476074158894","97,80 %","114851455151","108177831044","94,19 %","10686595000","1206784356","11,29 %","561882784834","404800135053","72,04 %","9763719861300","9624044747729","98,57 %","482753863000","442051919142","91,57 %","6548958607000","6543899537000","99,92 %","2732007391300","2638093291587","96,56 %","1546448983998","1469184456094","95,00 %","203782028500","261010352818","128,08 %","0","5765512000","-","183672388450","171354417771","93,29 %","1048094567048","1030989691657","98,37 %","80000000000","59070000","0,07 %","30900000000","0","0,00 %","0","5411848","-","13028455397393","12029568616817","92,33 %","5443353928663","5287539844588","97,14 %","3410654297161","3117245352066","91,40 %","33775436728","12234011325","36,22 %","2467920000","6490684128","263,00 %","376675580000","417925181288","110,95 %","47375487400","166580609092","351,62 %","133347856509","172546390267","129,40 %","1413757350865","1373330443517","97,14 %","25300000000","21187172905","83,74 %","0","0","-","7585101468730","6742028772229","88,89 %","561589589728","34596822881","6,16 %","3140153420883","3513340109154","111,88 %","3883358458119","3194091840194","82,25 %","574835025806","295685717804","51,44 %","711579386917","452056368809","63,53 %","363079386917","264630401778","72,88 %","0","0","-","0","0","-","348500000000","186896744600","53,63 %","0","0","-","0","529222431","-","0","0","-","0","0","-","136744361111","156370651005","114,35 %","0","0","-","38300000000","31092804277","81,18 %","98444361111","125277846728","127,26 %","0","0","-","0","0","-","0","0","-","0","0","-"
"22","2019","22","01","Kab. Pidie Jaya","Realisasi APBD 2019 (per 21 Oktober 2020)","False","988000081081","1047978654055","106,07 %","69166875455","68830728478","99,51 %","6480000000","8881422574","137,06 %","41637146500","40757886377","97,89 %","2790000000","2511930606","90,03 %","18259728955","16679488921","91,35 %","624155758000","608460391748","97,49 %","13592655000","11000323078","80,93 %","441952256000","441952256000","100,00 %","168610847000","155507812670","92,23 %","294677447626","370687533829","125,79 %","13997800000","83875810000","599,21 %","0","0","-","16899038644","22897614847","135,50 %","176461115000","176461115000","100,00 %","87319493982","87452993982","100,15 %","0","0","-","0","0","-","986000081081","1022726512471","103,72 %","531473228887","525362904818","98,85 %","315998755137","280844880351","88,88 %","0","0","-","0","0","-","4398900000","4052843000","92,13 %","6537500000","27708125000","423,83 %","0","0","-","202538073750","212454704467","104,90 %","2000000000","302352000","15,12 %","0","0","-","454526852194","497363607653","109,42 %","24501256700","310663500","1,27 %","250064542252","292036261345","116,78 %","179961053242","205016682808","113,92 %","-2000000000","79398080986","-3.969,90 %","0","80398080986","-","0","80398080986","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2000000000","1000000000","50,00 %","0","0","-","2000000000","1000000000","50,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"23","2019","23","01","Kota Subulussalam","Realisasi APBD 2019 (per 21 Oktober 2020)","False","727219608548","722031629643","99,29 %","57544722714","51810001543","90,03 %","6330000000","8746199928","138,17 %","5505700000","1650697735","29,98 %","745620424","747029879","100,19 %","44963402290","40666074001","90,44 %","468762363000","459031906513","97,92 %","15091963000","12031944094","79,72 %","353735077000","353735077000","100,00 %","99935323000","93264885419","93,33 %","200912522834","211189721587","105,12 %","2200000000","94816456398","4.309,84 %","0","0","-","17911789766","18886211487","105,44 %","180800733068","97391453702","53,87 %","0","95600000","-","0","0","-","0","0","-","729643469314","713308984193","97,76 %","286603354856","288608611600","100,70 %","161825541764","164683253501","101,77 %","0","0","-","0","0","-","5944700000","7738150000","130,17 %","7980017592","7824450000","98,05 %","1183570000","0","0,00 %","107669525500","107979676999","100,29 %","2000000000","383081100","19,15 %","0","0","-","443040114458","424700372593","95,86 %","55175473500","62205572834","112,74 %","183787167109","180157856899","98,03 %","204077473849","182336942860","89,35 %","2423860766","2491890517","102,81 %","3423860766","3491890517","101,99 %","3423860766","3491890517","101,99 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1000000000","1000000000","100,00 %","0","0","-","1000000000","1000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"24","2019","04","01","Kab. Aceh Singkil","Realisasi APBD 2019 (per 21 Oktober 2020)","False","912157498609","897705948881","98,42 %","58267201000","45264588434","77,68 %","10475000000","6728111217","64,23 %","26803963000","17896359032","66,77 %","3378008000","2888515531","85,51 %","17610230000","17751602654","100,80 %","597445145000","582727132406","97,54 %","22342103000","15331199169","68,62 %","454078750000","454078750000","100,00 %","121024292000","113317183237","93,63 %","256445152609","269714228041","105,17 %","18201660715","30439776859","167,24 %","0","0","-","20995045654","21908704942","104,35 %","106901862000","106901862000","100,00 %","110346584240","110463884240","100,11 %","0","0","-","0","0","-","916313005609","887686083509","96,88 %","449541783183","431133875953","95,91 %","276892215869","261682029224","94,51 %","0","0","-","1850000000","1550000000","83,78 %","6922800000","9047000000","130,68 %","3855000000","3267538400","84,76 %","3727896300","435275211","11,68 %","154768875014","154758913648","99,99 %","1524996000","393119470","25,78 %","0","0","-","466771222426","456552207556","97,81 %","67995096226","0","0,00 %","212745512979","274814002513","129,17 %","186030613221","181738205043","97,69 %","4155507000","13288080572","319,77 %","4655507000","13788080572","296,17 %","4655507000","13788080572","296,17 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","500000000","500000000","100,00 %","0","0","-","500000000","500000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"25","2019","09","01","Kab. Bireuen","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1997242006341","1942346689901","97,25 %","175642348166","156528834491","89,12 %","21750000000","22232789426","102,22 %","11115855990","11219360112","100,93 %","4950000000","4972440041","100,45 %","137826492176","118104244912","85,69 %","1142091018598","1107652778543","96,98 %","18503568000","14499245165","78,36 %","817988855598","817988855598","100,00 %","305598595000","275164677780","90,04 %","679508639577","678165076867","99,80 %","59219182000","52435248933","88,54 %","0","0","-","38988570139","149035490934","382,25 %","476694337000","476694337000","100,00 %","104606550438","0","0,00 %","0","0","-","0","0","-","1996242006341","1926156612168","96,49 %","1286157036274","1242251462842","96,59 %","727858611162","685394197967","94,17 %","0","0","-","0","0","-","12981200000","12157150000","93,65 %","2330000000","2319418427","99,55 %","3286585599","3200611607","97,38 %","538449039513","539180084841","100,14 %","1251600000","0","0,00 %","0","0","-","710084970067","683905149326","96,31 %","79446927251","66359574235","83,53 %","323844670606","322146099438","99,48 %","306793372210","295399475653","96,29 %","-1000000000","57020714671","-5.702,07 %","0","58020714671","-","0","58020714671","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1000000000","1000000000","100,00 %","0","0","-","1000000000","1000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"26","2019","21","01","Kab. Bener Meriah","Realisasi APBD 2019 (per 21 Oktober 2020)","False","953358121475","1035475070739","108,61 %","92647327966","86415549452","93,27 %","7394000000","5079754785","68,70 %","9652232000","4614363350","47,81 %","4500000000","4507080268","100,16 %","71101095966","72214351049","101,57 %","627333703000","609708370154","97,19 %","15471152000","12041945004","77,83 %","458759081000","458759081000","100,00 %","153103470000","138907344150","90,73 %","233377090509","339351151133","145,41 %","19005095131","22046399000","116,00 %","0","0","-","22232165378","22501394524","101,21 %","192139830000","294675357609","153,37 %","0","128000000","-","0","0","-","0","0","-","953959944742","1031786193111","108,16 %","561248886225","545621650362","97,22 %","307373013445","293576104229","95,51 %","0","0","-","300000000","0","0,00 %","5218600000","4776770000","91,53 %","15380000000","14485898217","94,19 %","1704623000","1506545128","88,38 %","229272649780","229273439788","100,00 %","2000000000","2002893000","100,14 %","0","0","-","392711058517","486164542749","123,80 %","87668533480","43628353600","49,77 %","162520164185","252659445836","155,46 %","142522360852","189876743313","133,23 %","601823267","1664595725","276,59 %","601823267","1664595725","276,59 %","601823267","1664595725","276,59 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"27","2019","00","01","Prov. Aceh","Realisasi APBD 2019 (per 21 Oktober 2020)","False","15523728692158","15752800901652","101,48 %","2481629033946","2698912471144","108,76 %","1509791063991","1409251915061","93,34 %","28864400000","17087692809","59,20 %","196934994855","182385550448","92,61 %","746038575100","1090187312826","146,13 %","4182068874212","4692203470487","112,20 %","229603774212","625063809440","272,24 %","2126193327000","2322266506000","109,22 %","1826271773000","1744873155047","95,54 %","8860030784000","8361684960021","94,38 %","21480000000","4213306021","19,62 %","0","0","-","0","0","-","8838550784000","8357471654000","94,56 %","0","0","-","0","0","-","0","0","-","17104324024413","15787883385491","92,30 %","6613784572273","8063078466749","121,91 %","2534903694202","2413123413529","95,20 %","0","0","-","0","0","-","671513050000","1946365153670","289,85 %","12542350000","360489078519","2.874,17 %","691397372446","691068684916","99,95 %","2647231230604","2647193239504","100,00 %","56196875021","4838896611","8,61 %","0","0","-","10490539452140","7724804918742","73,64 %","784271070848","48192331367","6,14 %","6085049267953","4514524421392","74,19 %","3621219113339","3162088165983","87,32 %","1580595332255","2881224389902","182,29 %","1652595332255","2956538853604","178,90 %","1652595332255","2954457964943","178,78 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2080888661","-","0","0","-","72000000000","75314463702","104,60 %","72000000000","75314463702","104,60 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"28","2019","02","01","Kab. Aceh Besar","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1682700000000","1833486345198","108,96 %","134393985300","169896999689","126,42 %","60900022000","88446880814","145,23 %","5907310000","6158607040","104,25 %","5000000000","6615975735","132,32 %","62586653300","68675536100","109,73 %","1045749822500","1012163249230","96,79 %","21083633500","15792606969","74,90 %","751399714000","751399714000","100,00 %","273266475000","244970928261","89,65 %","502556192200","651426096279","129,62 %","31669800000","48617742000","153,51 %","0","0","-","32367299200","43824753466","135,40 %","438519093000","438519093000","100,00 %","0","120464507813","-","0","0","-","0","0","-","1777700000000","1841600707801","103,59 %","1226341005493","1230316998630","100,32 %","644605147133","597427556914","92,68 %","0","0","-","0","0","-","23044000000","67633100588","293,50 %","14000000000","36473921000","260,53 %","6680774600","6680774600","100,00 %","523011083760","521600542502","99,73 %","15000000000","501103026","3,34 %","0","0","-","551358994507","611283709171","110,87 %","89599602150","934597000","1,04 %","276046825395","325175177844","117,80 %","185712566962","285173934327","153,56 %","95000000000","139817454147","147,18 %","100000000000","144817454147","144,82 %","100000000000","144817454147","144,82 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","5000000000","5000000000","100,00 %","0","0","-","5000000000","5000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"29","2019","10","01","Kab. Pidie","Realisasi APBD 2019 (per 21 Oktober 2020)","False","2216416510959","2121009904350","95,70 %","282214740586","243230774790","86,19 %","17147260751","21672093597","126,39 %","7399861700","4448154729","60,11 %","3101301121","3112624494","100,37 %","254566317014","213997901970","84,06 %","1132399001764","1066925649561","94,22 %","18540910764","13646766363","73,60 %","825287235000","803505131780","97,36 %","288570856000","249773751418","86,56 %","801802768609","810853479999","101,13 %","42792678241","55058830000","128,66 %","0","0","-","42807777510","43099652387","100,68 %","525951016000","524655511065","99,75 %","190251296858","188039486547","98,84 %","0","0","-","0","0","-","2250070103286","2153273014352","95,70 %","1350472949751","1396212383717","103,39 %","707845641447","654731854788","92,50 %","0","0","-","150000000","150000000","100,00 %","7383000000","98182264911","1.329,84 %","12206479258","27507964991","225,36 %","2446498470","2446498470","100,00 %","615441330576","612758342699","99,56 %","5000000000","435457858","8,71 %","0","0","-","899597153535","757060630635","84,16 %","139878342848","1854921750","1,33 %","441050878462","450959235834","102,25 %","318667932225","304246473051","95,47 %","33653592327","159951229324","475,29 %","33653592327","159951229324","475,29 %","33653592327","159951229324","475,29 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
