"no","tahun","pemda","provinsi","wilayah","disclaimer","special_row","400_a","400_r","400_p","410_a","410_r","410_p","411_a","411_r","411_p","412_a","412_r","412_p","413_a","413_r","413_p","414_a","414_r","414_p","420_a","420_r","420_p","421_a","421_r","421_p","422_a","422_r","422_p","423_a","423_r","423_p","430_a","430_r","430_p","431_a","431_r","431_p","432_a","432_r","432_p","433_a","433_r","433_p","434_a","434_r","434_p","435_a","435_r","435_p","436_a","436_r","436_p","439_a","439_r","439_p","500_a","500_r","500_p","510_a","510_r","510_p","511_a","511_r","511_p","512_a","512_r","512_p","513_a","513_r","513_p","514_a","514_r","514_p","515_a","515_r","515_p","516_a","516_r","516_p","517_a","517_r","517_p","518_a","518_r","518_p","519_a","519_r","519_p","520_a","520_r","520_p","521_a","521_r","521_p","522_a","522_r","522_p","523_a","523_r","523_p","600_a","600_r","600_p","610_a","610_r","610_p","611_a","611_r","611_p","612_a","612_r","612_p","613_a","613_r","613_p","614_a","614_r","614_p","615_a","615_r","615_p","616_a","616_r","616_p","617_a","617_r","617_p","619_a","619_r","619_p","620_a","620_r","620_p","621_a","621_r","621_p","622_a","622_r","622_p","623_a","623_r","623_p","624_a","624_r","624_p","625_a","625_r","625_p","626_a","626_r","626_p","629_a","629_r","629_p"
"303","2019","05","14","Kab. Mempawah","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1016443515100","1032369990491","101,57 %","78723065000","87577542984","111,25 %","33295500000","34746338008","104,36 %","5927700000","7218347300","121,77 %","3000000000","4670928349","155,70 %","36499865000","40941929327","112,17 %","801928885000","785676566963","97,97 %","20230031000","14774079625","73,03 %","598336900000","600579223000","100,37 %","183361954000","170323264338","92,89 %","135791565100","159115880544","117,18 %","29082800000","32439334883","111,54 %","0","0","-","30858824100","54822324461","177,66 %","75849941000","71199356000","93,87 %","0","654865200","-","0","0","-","0","0","-","1026071357137","1018061276093","99,22 %","607498393500","614043440017","101,08 %","451743105000","400911350845","88,75 %","0","0","-","0","0","-","17044100000","77691467436","455,83 %","2000000000","2144448250","107,22 %","3922320000","4244731400","108,22 %","129751368500","128615479961","99,12 %","3037500000","435962125","14,35 %","0","0","-","418572963637","404017836076","96,52 %","23925083225","9860162200","41,21 %","241407512500","217965544495","90,29 %","153240367912","176192129381","114,98 %","9627842037","44258754553","459,70 %","9627842037","44258754553","459,70 %","9627842037","44258754553","459,70 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"304","2019","03","14","Kab. Kapuas Hulu","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1811140083155","1837568724698","101,46 %","82727092155","79977091078","96,68 %","12500000000","14199084087","113,59 %","3500000000","6832385653","195,21 %","12500000000","12453625748","99,63 %","54227092155","46491995590","85,74 %","1434291393000","1390111956185","96,92 %","41809154000","24698782773","59,08 %","996869776000","996869776000","100,00 %","395612463000","368543397412","93,16 %","294121598000","367479677435","124,94 %","0","51757031863","-","0","0","-","26000000000","48045323172","184,79 %","268121598000","267677322400","99,83 %","0","0","-","0","0","-","0","0","-","1836392435017","1805354472821","98,31 %","989680821567","954415330219","96,44 %","556782721967","522935122219","93,92 %","0","0","-","0","0","-","47942400000","50730835000","105,82 %","6130000000","4841800000","78,99 %","1600000000","1600000000","100,00 %","373976699600","372519861000","99,61 %","3249000000","1787712000","55,02 %","0","0","-","846711613450","850939142602","100,50 %","61125070662","0","0,00 %","348603156158","438637564607","125,83 %","436983386630","412301577995","94,35 %","25252351862","18863991165","74,70 %","36127351862","28863991165","79,90 %","36127351862","28863991165","79,90 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","10875000000","10000000000","91,95 %","0","0","-","10875000000","10000000000","91,95 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"305","2019","04","14","Kab. Ketapang","Realisasi APBD 2019 (per 21 Oktober 2020)","False","2228209039129","2375240075930","106,60 %","132828832189","195238357272","146,98 %","73431342504","102612120725","139,74 %","5956056528","5858936620","98,37 %","5456706546","5360118291","98,23 %","47984726611","81407181636","169,65 %","1756852689000","1706431062604","97,13 %","94069508000","70307570746","74,74 %","1148116453000","1149675156000","100,14 %","514666728000","486448335858","94,52 %","338527517940","473570656054","139,89 %","0","84964820404","-","0","0","-","61668016940","107879076813","174,94 %","276859501000","276859501000","100,00 %","0","1607148000","-","0","0","-","0","2260109837","-","2223209039129","2348730048602","105,65 %","1101365805343","1088108894443","98,80 %","658827220228","655792584192","99,54 %","0","0","-","0","0","-","44779200000","39234373000","87,62 %","500000000","490000000","98,00 %","7938739903","7966024875","100,34 %","384320645212","384198953057","99,97 %","5000000000","426959319","8,54 %","0","0","-","1121843233786","1260621154159","112,37 %","161269627285","176423792573","109,40 %","290335982958","387256433098","133,38 %","670237623543","696940928488","103,98 %","-5000000000","93577719041","-1.871,55 %","0","98577719041","-","0","98577719041","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","5000000000","5000000000","100,00 %","0","0","-","5000000000","5000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"306","2019","09","14","Kota Pontianak","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1762307259363","1764013422654","100,10 %","476837103363","478790894895","100,41 %","325062109000","332139762217","102,18 %","44784425300","39515721695","88,24 %","21500000000","25059575372","116,56 %","85490569063","82075835611","96,01 %","978581171000","945027112787","96,57 %","54559719000","38860106726","71,22 %","726769846000","726769846000","100,00 %","197251606000","179397160061","90,95 %","306888985000","340195414972","110,85 %","71209200000","69117699574","97,06 %","0","0","-","178152945000","211469117798","118,70 %","57526840000","57526840000","100,00 %","0","2081757600","-","0","0","-","0","0","-","1737407259363","1617630806976","93,11 %","665182721150","576753083464","86,71 %","629899158650","552501631005","87,71 %","0","0","-","0","0","-","20586000000","14530988613","70,59 %","9967562500","7404443756","74,29 %","0","0","-","3230000000","1735921666","53,74 %","1500000000","580098424","38,67 %","0","0","-","1072224538213","1040877723512","97,08 %","97833726211","16570398416","16,94 %","538566686828","586969628885","108,99 %","435824125174","437337696211","100,35 %","-24900000000","39543022206","-158,81 %","5100000000","70728022206","1.386,82 %","5000000000","70705993836","1.414,12 %","0","0","-","0","0","-","0","0","-","100000000","0","0,00 %","0","22028370","-","0","0","-","0","0","-","30000000000","31185000000","103,95 %","0","0","-","30000000000","31185000000","103,95 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"307","2019","10","14","Kota Singkawang","Realisasi APBD 2019 (per 21 Oktober 2020)","False","882624909291","920008487061","104,24 %","138775300025","166200436090","119,76 %","43570000000","55880760308","128,26 %","6285248950","5528551127","87,96 %","5185000000","5242664299","101,11 %","83735051075","99548460356","118,89 %","678732352000","664590500505","97,92 %","18022758000","14278115127","79,22 %","517069692000","518961237000","100,37 %","143639902000","131351148378","91,44 %","65117257266","89217550466","137,01 %","23449000000","31507821727","134,37 %","0","0","-","41668257266","57709728739","138,50 %","0","0","-","0","0","-","0","0","-","0","0","-","922124909291","869159953795","94,26 %","423611882052","376317127033","88,84 %","393124205209","331960978307","84,44 %","0","0","-","0","0","-","14558500000","38722528403","265,98 %","4445248000","4834094000","108,75 %","0","0","-","10483928843","799526323","7,63 %","1000000000","0","0,00 %","0","0","-","498513027239","492842826762","98,86 %","79606083551","42666283147","53,60 %","219383068826","241837708596","110,24 %","199523874862","208338835019","104,42 %","39500000000","36507732638","92,42 %","47500000000","44507732638","93,70 %","17500000000","44507732638","254,33 %","0","0","-","0","0","-","30000000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-","8000000000","8000000000","100,00 %","0","0","-","8000000000","8000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"308","2019","--","14","se-Prov. Kalimantan Barat","Realisasi APBD 2019 (per 21 Oktober 2020)","False","25568954218588","26171093473713","102,35 %","3762762985265","4179910991507","111,09 %","2579406741945","2863602498082","111,02 %","145543210249","150247592951","103,23 %","181171307462","190750391485","105,29 %","856641725609","975310508989","113,85 %","18560047951150","18074583465594","97,38 %","781280545150","584879886717","74,86 %","12122389004000","12129246014000","100,06 %","5656378402000","5360457564877","94,77 %","3246143282173","3916599016612","120,65 %","389081807000","810884337211","208,41 %","0","0","-","691286441173","976667394364","141,28 %","1806142615000","1924963281800","106,58 %","0","16454264400","-","359632419000","0","0,00 %","0","187629738837","-","26045769008623","25599522868944","98,29 %","13716787598688","14085580092565","102,69 %","8227319378259","7595814936357","92,32 %","6900000000","2872695920","41,63 %","1849459758","0","0,00 %","1459499295200","2374842669106","162,72 %","90366413160","74570816943","82,52 %","871354234967","1020595981461","117,13 %","3025866317344","3010234888997","99,48 %","33632500000","6648103781","19,77 %","0","0","-","12328981409935","11513942776379","93,39 %","1129928691220","548656684686","48,56 %","5996936608677","5873350681971","97,94 %","5202116110038","5091935409722","97,88 %","476814790033","1190149354971","249,60 %","702912245659","1503639931913","213,92 %","595812245659","1418867903543","238,14 %","0","0","-","0","0","-","107000000000","84750000000","79,21 %","100000000","0","0,00 %","0","22028370","-","0","0","-","0","0","-","226097455626","313490576942","138,65 %","0","0","-","98924872000","156334331758","158,03 %","127172583626","157156245184","123,58 %","0","0","-","0","0","-","0","0","-","0","0","-"
"309","2019","00","15","Prov. Kalimantan Tengah","Realisasi APBD 2019 (per 21 Oktober 2020)","False","5147443691519","4990195455015","96,95 %","1594702205980","1776231952739","111,38 %","1293984175080","1438977522676","111,21 %","12527130900","41568852809","331,83 %","71350000000","78920997801","110,61 %","216840900000","216764579453","99,96 %","3211623500000","3173404284486","98,81 %","613673453000","607966432717","99,07 %","1603623745000","1603623745000","100,00 %","994326302000","961814106769","96,73 %","341117985539","40559217790","11,89 %","324051980539","9942408440","3,07 %","0","0","-","0","0","-","13636005000","13636005000","100,00 %","3430000000","4165000000","121,43 %","0","0","-","0","12815804350","-","5456290313010","5064142623788","92,81 %","2665593835880","2694405782459","101,08 %","1357739252522","1172914197451","86,39 %","0","0","-","1163300000","1122859000","96,52 %","553037901000","746052446212","134,90 %","16000000000","18745781594","117,16 %","673607075988","714590110369","106,08 %","43750000000","36597547983","83,65 %","20296306370","4382839850","21,59 %","0","0","-","2790696477130","2369736841329","84,92 %","261371395442","268093272550","102,57 %","1087802903241","808068776443","74,28 %","1441522178447","1293574792336","89,74 %","308846621491","685274149361","221,88 %","308846621491","690274149361","223,50 %","308846621491","690274149361","223,50 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","5000000000","-","0","0","-","0","5000000000","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"310","2019","03","15","Kab. Kapuas","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1959485195000","1967468390870","100,41 %","109572168000","162342997661","148,16 %","24169500000","67306044920","278,48 %","6025950000","6650247482","110,36 %","7500000000","6545945982","87,28 %","71876718000","81840759277","113,86 %","1508873057000","1459989439310","96,76 %","263768098000","241976984245","91,74 %","892581953000","892581953000","100,00 %","352523006000","325430502065","92,31 %","341039970000","345135953899","101,20 %","45365200000","70973227000","156,45 %","0","0","-","86938605000","66212098299","76,16 %","208586165000","207500628600","99,48 %","150000000","450000000","300,00 %","0","0","-","0","0","-","2006213630000","1911386827409","95,27 %","1017194785000","949490570970","93,34 %","658925476000","609985835333","92,57 %","3200000000","3090767815","96,59 %","0","0","-","21366600000","24307870000","113,77 %","18948810000","9061200000","47,82 %","2600000000","2599846000","99,99 %","306153899000","299240552472","97,74 %","6000000000","1204499350","20,07 %","0","0","-","989018845000","961896256439","97,26 %","2222859000","2243336300","100,92 %","544019276000","504277164706","92,69 %","442776710000","455375755433","102,85 %","125525410000","90839031384","72,37 %","139125410000","103355160416","74,29 %","139125410000","103205160416","74,18 %","0","0","-","0","0","-","0","0","-","0","0","-","0","150000000","-","0","0","-","0","0","-","13600000000","12516129032","92,03 %","0","0","-","11000000000","10000000000","90,91 %","2600000000","2516129032","96,77 %","0","0","-","0","0","-","0","0","-","0","0","-"
"311","2019","02","15","Kab. Barito Utara","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1265093090648","1253173540620","99,06 %","85682169648","74324983989","86,74 %","11162619000","14252610831","127,68 %","10715975648","7612371689","71,04 %","10614597000","8882897108","83,69 %","53188978000","43577104361","81,93 %","983597732000","948448833220","96,43 %","189702024000","175742139562","92,64 %","575136443000","573285753000","99,68 %","218759265000","199420940658","91,16 %","195813189000","230399723411","117,66 %","19673000000","21782108000","110,72 %","0","0","-","38172496000","70499922411","184,69 %","22811541000","112967693000","495,22 %","25000000000","25150000000","100,60 %","90156152000","0","0,00 %","0","0","-","1317536576702","1240029459158","94,12 %","718553884143","637810764107","88,76 %","521001790443","418180755544","80,26 %","0","0","-","0","0","-","20094095000","48992217346","243,81 %","6018000000","786540000","13,07 %","2200000000","1950260009","88,65 %","168239998700","167865241208","99,78 %","1000000000","35750000","3,58 %","0","0","-","598982692559","602218695051","100,54 %","80542076862","286300000","0,36 %","217822291922","302950179031","139,08 %","300618323775","298982216020","99,46 %","118218631185","205582174339","173,90 %","118218631185","205582174339","173,90 %","118218631185","201291426871","170,27 %","0","4290747468","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"312","2019","01","15","Kab. Barito Selatan","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1022489791153","1006510308469","98,44 %","90559767693","77337581831","85,40 %","18695996280","18796170247","100,54 %","5187393774","3990320846","76,92 %","8957726131","8285479957","92,50 %","57718651508","46265610781","80,16 %","794879234000","791125694326","99,53 %","63841960000","68464045308","107,24 %","590286244000","590286244000","100,00 %","140751030000","132375405018","94,05 %","137050789460","138047032312","100,73 %","18714000000","26567503000","141,97 %","0","0","-","34018099043","29336049312","86,24 %","82580260000","81993480000","99,29 %","0","150000000","-","1738430417","0","0,00 %","0","0","-","1102450772192","1074383498022","97,45 %","609891775181","560107101014","91,84 %","435891556776","387069282503","88,80 %","0","171351667","-","0","0","-","19000000000","21879885750","115,16 %","2500000000","1983522318","79,34 %","2388339005","1240952900","51,96 %","149111879400","147762105876","99,09 %","1000000000","0","0,00 %","0","0","-","492558997011","514276397008","104,41 %","52146435300","0","0,00 %","212157008223","289175581873","136,30 %","228255553488","225100815135","98,62 %","79960981039","121508565468","151,96 %","80960981039","136707372239","168,86 %","80960981039","95597998768","118,08 %","0","0","-","0","0","-","0","41109373471","-","0","0","-","0","0","-","0","0","-","0","0","-","1000000000","15198806771","1.519,88 %","0","0","-","1000000000","1000000000","100,00 %","0","14198806771","-","0","0","-","0","0","-","0","0","-","0","0","-"
"313","2019","05","15","Kab. Kotawaringin Timur","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1850333575377","1800055382997","97,28 %","242407566075","220447371226","90,94 %","70000000000","72419846672","103,46 %","15695771400","15597735180","99,38 %","8391483475","8124917212","96,82 %","148320311200","124304872162","83,81 %","1284355267000","1224889582116","95,37 %","139720277000","96969385119","69,40 %","843967281000","843967281000","100,00 %","300667709000","283952915997","94,44 %","323570742302","354718429655","109,63 %","69541120000","68169155750","98,03 %","0","0","-","87741572302","121077143905","137,99 %","12464431000","12464431000","100,00 %","0","0","-","153823619000","0","0,00 %","0","153007699000","-","1933598586269","1928306107584","99,73 %","931331678455","897709341308","96,39 %","625365104444","577619994797","92,37 %","0","0","-","0","0","-","41048488000","55995781871","136,41 %","1993357491","3409660450","171,05 %","8573485830","8990658170","104,87 %","253351242690","251381210796","99,22 %","1000000000","312035224","31,20 %","0","0","-","1002266907814","1030596766276","102,83 %","22394609197","955361000","4,27 %","544532372732","547978200500","100,63 %","435339925885","481663204776","110,64 %","83265010892","339796500757","408,09 %","96635010892","355751500757","368,14 %","96635010892","355751500757","368,14 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","13370000000","15955000000","119,33 %","0","0","-","13370000000","15955000000","119,33 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"314","2019","04","15","Kab. Kotawaringin Barat","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1462357480000","1357377147401","92,82 %","226776350000","170185828808","75,05 %","75850000000","51527738156","67,93 %","21648463700","13532547717","62,51 %","10942097000","8941166757","81,71 %","118335789300","96184376178","81,28 %","976504776000","961791162166","98,49 %","97530024000","96734933706","99,18 %","670997942000","670997942000","100,00 %","207976810000","194058286460","93,31 %","259076354000","225400156427","87,00 %","59022850000","37447444744","63,45 %","0","0","-","93170221000","81343170283","87,31 %","106883283000","106059541400","99,23 %","0","550000000","-","0","0","-","0","0","-","1446647600000","1391688791560","96,20 %","675417970000","644394394955","95,41 %","493906438000","475078140623","96,19 %","1500000000","280000007","18,67 %","0","0","-","8886200000","7804054341","87,82 %","2448000000","1161500000","47,45 %","9749847000","6423330300","65,88 %","156427485000","153647369684","98,22 %","2500000000","0","0,00 %","0","0","-","771229630000","747294396605","96,90 %","142061451546","7518263133","5,29 %","268214554500","381938443235","142,40 %","360953623954","357837690237","99,14 %","-15709880000","93826890812","-597,25 %","8290120000","120826890812","1.457,48 %","8290120000","120684471012","1.455,76 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","142419800","-","0","0","-","24000000000","27000000000","112,50 %","0","0","-","4000000000","7000000000","175,00 %","20000000000","20000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-"
"315","2019","06","15","Kota Palangkaraya","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1150489132401","1132558506015","98,44 %","161666745621","172362106485","106,62 %","94335450559","102416351786","108,57 %","15612042975","12682755723","81,24 %","4471160484","5144763819","115,07 %","47248091603","52118235157","110,31 %","879346408000","848840695164","96,53 %","50835508000","36063163959","70,94 %","673278638000","673278638000","100,00 %","155232262000","139498893205","89,86 %","109475978780","111355704366","101,72 %","2000000000","4630835850","231,54 %","0","0","-","93982277780","92559431516","98,49 %","13493701000","14015437000","103,87 %","0","150000000","-","0","0","-","0","0","-","1177689645208","1085753685059","92,19 %","657902197751","534023699568","81,17 %","615408714612","494894893467","80,42 %","1520000000","1416143328","93,17 %","0","0","-","15991717775","20189950078","126,25 %","13255000000","12518242053","94,44 %","0","0","-","1249044744","1249928391","100,07 %","10477720620","3754542251","35,83 %","0","0","-","519787447457","551729985491","106,15 %","95547361926","88625725836","92,76 %","224638286137","240528604329","107,07 %","199601799394","222575655326","111,51 %","27200512807","73340919170","269,63 %","33700512807","77624342237","230,34 %","33700512807","77624342237","230,34 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","6500000000","4283423067","65,90 %","0","0","-","5000000000","2900000000","58,00 %","1500000000","1383423067","92,23 %","0","0","-","0","0","-","0","0","-","0","0","-"
"316","2019","07","15","Kab. Katingan","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1231240909000","1285622027837","104,42 %","51000000000","66049066152","129,51 %","15120363084","20855317940","137,93 %","4093188166","3611954138","88,24 %","9076004346","7600307548","83,74 %","22710444404","33981486526","149,63 %","974524759000","1003741055494","103,00 %","79944599000","117965158699","147,56 %","712958173000","712958173000","100,00 %","181621987000","172817723795","95,15 %","205716150000","215831906191","104,92 %","0","37310125130","-","0","0","-","35520000000","34505420262","97,14 %","143868650000","143866360799","100,00 %","26327500000","150000000","0,57 %","0","0","-","0","0","-","1319711596080","1203018083661","91,16 %","729173685859","689481318206","94,56 %","443699192714","408776717122","92,13 %","0","0","-","1350000000","1349993700","100,00 %","21656400000","23026900000","106,33 %","32701395345","29400204017","89,91 %","3500000000","1576264179","45,04 %","225266697800","225351239188","100,04 %","1000000000","0","0,00 %","0","0","-","590537910221","513536765455","86,96 %","57735742350","48622863754","84,22 %","298380729863","276796118804","92,77 %","234421438008","188117782897","80,25 %","88470687079","61729900951","69,77 %","90470687079","61729900951","68,23 %","90470687079","61729900951","68,23 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2000000000","0","0,00 %","0","0","-","2000000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"317","2019","08","15","Kab. Seruyan","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1207997858946","1123014379269","92,96 %","124000000000","88983634302","71,76 %","59482857085","32508779710","54,65 %","20000392387","11288991679","56,44 %","8942697684","7453171538","83,34 %","35574052844","37732691375","106,07 %","957883408946","880989280690","91,97 %","145828375946","93939152730","64,42 %","629972859000","629417652000","99,91 %","182082174000","157632475960","86,57 %","126114450000","153041464277","121,35 %","0","20614680000","-","0","0","-","126114450000","31828235677","25,24 %","0","100598548600","-","0","0","-","0","0","-","0","0","-","1304206942078","1247458582271","95,65 %","499361521445","528582316143","105,85 %","284642824723","270879097385","95,16 %","0","0","-","2000000000","1711438202","85,57 %","16505355000","61256301472","371,13 %","4488000000","10223736460","227,80 %","7948324947","4775807022","60,09 %","180303766732","179735935602","99,69 %","3473250043","0","0,00 %","0","0","-","804845420633","718876266128","89,32 %","113872235515","109740487246","96,37 %","322126344403","244184069586","75,80 %","368846840715","364951709296","98,94 %","96209083132","364252101678","378,60 %","99209083132","364252101678","367,16 %","99209083132","364252101678","367,16 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","3000000000","0","0,00 %","0","0","-","3000000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"318","2019","09","15","Kab. Sukamara","Realisasi APBD 2019 (per 21 Oktober 2020)","False","675985870429","665854810854","98,50 %","36606342262","37385558134","102,13 %","4958811262","6368739678","128,43 %","4161431000","1619872052","38,93 %","9750000000","9903578509","101,58 %","17736100000","19493367895","109,91 %","554924577000","539470058195","97,22 %","46448525000","35278374319","75,95 %","430083005000","432962550000","100,67 %","78393047000","71229133876","90,86 %","84454951167","88999194525","105,38 %","7472400000","8849000000","118,42 %","0","0","-","19943174167","22496603680","112,80 %","57039377000","57039377000","100,00 %","0","0","-","0","0","-","0","614213845","-","691484934725","681966107282","98,62 %","302417222404","281157795714","92,97 %","197444942428","177514270177","89,91 %","0","0","-","1291626900","700000000","54,20 %","17292375000","16961346900","98,09 %","300002458","564500000","188,17 %","912024226","1001433100","109,80 %","84176251392","84289330537","100,13 %","1000000000","126915000","12,69 %","0","0","-","389067712321","400808311568","103,02 %","56540913572","56848887135","100,54 %","164327437045","160320661157","97,56 %","168199361704","183638763276","109,18 %","15499064297","65246252860","420,97 %","22500000000","75854688563","337,13 %","22500000000","75854688563","337,13 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","7000935703","10608435703","151,53 %","0","0","-","7000935703","10608435703","151,53 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"319","2019","10","15","Kab. Lamandau","Realisasi APBD 2019 (per 21 Oktober 2020)","False","804038551190","851343996528","105,88 %","40962444400","70717020504","172,64 %","11820000000","16482779325","139,45 %","2368734535","2567388618","108,39 %","7505428815","7522480780","100,23 %","19268281050","44144371781","229,10 %","646575273503","639614177865","98,92 %","74584796503","75011346866","100,57 %","472674527000","472674527000","100,00 %","99315950000","91928303999","92,56 %","116500833287","141012798159","121,04 %","665630685","16426441032","2.467,80 %","0","0","-","26079575602","27096960132","103,90 %","89755627000","90489396995","100,82 %","0","7000000000","-","0","0","-","0","0","-","801247775616","787395635772","98,27 %","440825818254","419441524642","95,15 %","288074990647","270625666328","93,94 %","0","0","-","0","0","-","14538084500","12524536240","86,15 %","1780000000","1417350000","79,63 %","1418873454","1087212147","76,63 %","133451444153","133703809781","100,19 %","1562425500","82950146","5,31 %","0","0","-","360421957362","367954111130","102,09 %","64745571658","53750707964","83,02 %","169049488899","181812474065","107,55 %","126626896805","132390929101","104,55 %","27290608785","79083197616","289,78 %","37770608785","90358018016","239,23 %","37770608785","90358018016","239,23 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","10480000000","11274820400","107,58 %","0","0","-","10480000000","10480000000","100,00 %","0","794820400","-","0","0","-","0","0","-","0","0","-","0","0","-"
"320","2019","11","15","Kab. Gunung Mas","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1056143827213","1045551052072","99,00 %","58595939007","76218412657","130,07 %","23896000000","46907438304","196,30 %","2394075000","3349800290","139,92 %","7324000000","7457350960","101,82 %","24981864007","18503823103","74,07 %","835027831000","794333515276","95,13 %","98741619000","71039936698","71,95 %","575943522000","575943522000","100,00 %","160342690000","147350056578","91,90 %","162520057206","174999124139","107,68 %","20175200000","33805070000","167,56 %","0","0","-","29821635206","29381589139","98,52 %","112523222000","111812465000","99,37 %","0","0","-","0","0","-","0","0","-","1034093827213","991268719638","95,86 %","572046089194","580612394372","101,50 %","386665908094","370011496804","95,69 %","750000000","432558388","57,67 %","0","0","-","12641600000","41766522839","330,39 %","1566010000","1696395530","108,33 %","0","0","-","169922571100","166651920811","98,08 %","500000000","53500000","10,70 %","0","0","-","462047738019","410656325266","88,88 %","72982957502","0","0,00 %","216154420635","241318274024","111,64 %","172910359882","169338051242","97,93 %","-22050000000","-16908514447","76,68 %","4450000000","9591485553","215,54 %","4300000000","9591485553","223,06 %","0","0","-","0","0","-","0","0","-","150000000","0","0,00 %","0","0","-","0","0","-","0","0","-","26500000000","26500000000","100,00 %","0","0","-","1500000000","1500000000","100,00 %","25000000000","25000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-"
"321","2019","12","15","Kab. Pulang Pisau","Realisasi APBD 2019 (per 21 Oktober 2020)","False","994260620500","1009116356580","101,49 %","47565535500","81369902900","171,07 %","12675000000","45288021465","357,30 %","6000000000","3244807738","54,08 %","5520000000","4905860490","88,87 %","23370535500","27931213207","119,51 %","790594306000","768082922476","97,15 %","44818040000","43856192089","97,85 %","581329787000","581329787000","100,00 %","164446479000","142896943387","86,90 %","156100779000","159663531204","102,28 %","0","22469818673","-","0","5297663000","-","31000000000","27495270531","88,69 %","104400779000","104400779000","100,00 %","0","0","-","20700000000","0","0,00 %","0","0","-","984260620499","969652784566","98,52 %","547018158900","519646347397","95,00 %","374354067500","342240122945","91,42 %","1000000000","0","0,00 %","0","0","-","16588200000","15785292572","95,16 %","300000000","240000000","80,00 %","638000000","515100000","80,74 %","153137891400","159865912430","104,39 %","1000000000","999919450","99,99 %","0","0","-","437242461599","450006437169","102,92 %","30890443616","31531525989","102,08 %","206419291714","208144282971","100,84 %","199932726269","210330628209","105,20 %","-10000000000","38331499781","-383,31 %","0","47431499781","-","0","47431499781","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","10000000000","9100000000","91,00 %","0","0","-","10000000000","9100000000","91,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
